outlier_mode,scaler,nCluster,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
cluster,QuantileTransformer,1,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.0125210285186768,0.29319334030151367
cluster,QuantileTransformer,6,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.0184657573699951,0.2555708885192871
cluster,QuantileTransformer,11,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.066248893737793,0.18810629844665527
cluster,QuantileTransformer,16,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.2664706707000732,0.13657712936401367
cluster,QuantileTransformer,21,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.2822356224060059,0.13642168045043945
cluster,QuantileTransformer,26,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,0.802617073059082,0.19347047805786133
cluster,QuantileTransformer,31,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.783224105834961,0.13676166534423828
cluster,QuantileTransformer,36,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.288973331451416,0.2803516387939453
cluster,QuantileTransformer,41,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.1979405879974365,0.2022559642791748
cluster,QuantileTransformer,46,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.640580654144287,0.2987051010131836
cluster,QuantileTransformer,51,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.455629587173462,0.1285686492919922
cluster,QuantileTransformer,56,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.531175136566162,0.16188764572143555
cluster,QuantileTransformer,61,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.1633431911468506,0.25952935218811035
cluster,QuantileTransformer,66,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.396066665649414,0.165130615234375
cluster,QuantileTransformer,71,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.9002563953399658,0.15575098991394043
cluster,QuantileTransformer,76,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,2.155975341796875,0.2525324821472168
cluster,QuantileTransformer,81,50.0,8.928571428571429,8.928571428571429,0.0,0.1639344262295082,0.08928571428571429,1.0,1.9379498958587646,0.21822261810302734
