outlier_mode,scaler,nCluster,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
cluster,Normalizer,21,50.0,70.11428571428571,70.11428571428571,0.0,0.824319785018475,0.7011428571428572,1.0,0.6903009414672852,0.10754513740539551
cluster,Normalizer,26,50.0,70.11428571428571,70.11428571428571,0.0,0.824319785018475,0.7011428571428572,1.0,0.8691082000732422,0.1385481357574463
cluster,Normalizer,31,50.0,70.11428571428571,70.11428571428571,0.0,0.824319785018475,0.7011428571428572,1.0,0.8162238597869873,0.11481046676635742
cluster,Normalizer,36,50.0,70.11428571428571,70.11428571428571,0.0,0.824319785018475,0.7011428571428572,1.0,0.829176664352417,0.3250565528869629
cluster,Normalizer,41,96.81312536912458,98.77268045244405,92.45714285714286,0.8385725033566949,0.9436980166346769,0.9899328859060402,0.9015892420537898,0.9510371685028076,0.22022271156311035
cluster,Normalizer,46,99.52182295732881,99.59404470621106,92.85714285714286,0.8310451650721842,0.9515316013958899,0.9075443786982249,1.0,0.8739397525787354,0.14544200897216797
cluster,Normalizer,51,99.95219885277247,99.95926680244399,95.97142857142858,0.9045384769094836,0.9720736779560308,0.945664739884393,1.0,0.7833657264709473,0.2850148677825928
cluster,Normalizer,56,99.73709369024857,99.77637731246189,90.75714285714285,0.781201968266353,0.9381630507502629,0.8835283528352835,1.0,0.8531608581542969,0.14046359062194824
cluster,Normalizer,61,99.47418738049713,99.55375253549695,88.02857142857144,0.7155457298787169,0.9213440961141356,0.8541594152453881,1.0,0.7973737716674805,0.25712156295776367
cluster,Normalizer,66,99.7848948374761,99.81696156192801,93.34285714285714,0.8425251553570091,0.9546780781949037,0.9132861927800521,1.0,0.8026120662689209,0.1371612548828125
cluster,Normalizer,71,99.8565965583174,99.87789987789988,92.17142857142858,0.8148129150760599,0.9471246622925512,0.8995601173020528,1.0,1.107748031616211,0.26500630378723145
cluster,Normalizer,76,99.8565965583174,99.87789987789988,92.47142857142858,0.82191864736379,0.9490476650874988,0.9030358785648575,1.0,0.7241766452789307,0.14107847213745117
cluster,Normalizer,81,99.76099426386233,99.79666531110207,91.61428571428571,0.801596548435793,0.9435739690473902,0.8931756141947225,1.0,0.7342374324798584,0.15636014938354492
cluster,Normalizer,86,99.80879541108987,99.8372660699756,92.02857142857142,0.8114267168010196,0.9462116830537883,0.897914379802415,1.0,0.7188169956207275,0.16153359413146973
cluster,StandardScaler,1,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.21283912658691406,0.08514547348022461
cluster,StandardScaler,6,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.2120952606201172,0.08405065536499023
cluster,StandardScaler,11,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.21519231796264648,0.10471558570861816
cluster,StandardScaler,16,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.2226705551147461,0.08320021629333496
cluster,StandardScaler,21,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.22275018692016602,0.08996105194091797
cluster,StandardScaler,26,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.42676424980163574,0.09890913963317871
cluster,StandardScaler,31,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.7921361923217773,0.11822819709777832
cluster,StandardScaler,36,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.8981688022613525,0.18662786483764648
cluster,StandardScaler,41,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.9287869930267334,0.15481257438659668
cluster,StandardScaler,46,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.859337329864502,0.19832420349121094
cluster,StandardScaler,51,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711254,0.697,1.0,0.8590569496154785,0.30077290534973145
cluster,StandardScaler,56,95.5238990065961,96.26215557698671,94.05714285714286,0.8604772969043921,0.959087332808812,0.9219134051805634,0.9993851199016192,1.062514066696167,0.1839890480041504
cluster,StandardScaler,61,97.66247962599675,98.25863127063445,95.35714285714286,0.8890251098315968,0.9671750328249671,0.953405017921147,0.9813486370157819,0.7872934341430664,0.12497162818908691
cluster,StandardScaler,66,97.17114568599717,97.59951990398079,91.24285714285715,0.7947498987940159,0.9408928743611996,0.8883831026948289,1.0,0.6962265968322754,0.23186826705932617
cluster,StandardScaler,71,97.99469655043858,97.87716332692736,96.71428571428572,0.9225749884541011,0.9769492884345561,0.9558737007256325,0.998975199836032,0.8330748081207275,0.16231894493103027
cluster,StandardScaler,76,97.41133835809137,97.79952889677779,90.67142857142856,0.7812985474083293,0.9372778791662665,0.8819595083152567,1.0,0.6319587230682373,0.25559306144714355
cluster,StandardScaler,81,98.94614208880847,99.20119066171547,91.98571428571428,0.8121905351249389,0.9456342668863261,0.896875,1.0,1.12455153465271,0.37248706817626953
cluster,StandardScaler,86,99.14917911139341,99.56765341242564,94.64285714285714,0.8743235176730078,0.9629922036909109,0.928625808907499,1.0,0.8552618026733398,0.28301072120666504
cluster,StandardScaler,91,99.13824984231799,99.53833007105708,91.42857142857143,0.7991145378290997,0.9420737594130141,0.8904909655046541,1.0,0.8032925128936768,0.23656988143920898
cluster,StandardScaler,96,99.60298536222024,99.72814536999086,79.51428571428572,0.500328853153444,0.8718727662616155,0.7728496752732457,1.0,0.6719071865081787,0.23900270462036133
cluster,StandardScaler,101,99.8268421109086,99.91007538954386,81.75714285714287,0.5615869309982461,0.8842772995015858,0.7925601039636128,1.0,0.8535356521606445,0.30353283882141113
local,QuantileTransformer,1,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283146,0.7078571428571429,1.0,0.6872658729553223,0.11408638954162598
local,QuantileTransformer,6,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283146,0.7078571428571429,1.0,0.631601095199585,0.1959221363067627
local,QuantileTransformer,11,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283146,0.7078571428571429,1.0,0.8939743041992188,0.1425635814666748
local,QuantileTransformer,16,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283146,0.7078571428571429,1.0,0.9030165672302246,0.22607803344726562
