Model,data_BoTIoT.csv_AUCROC,data_BoTIoT.csv_AUCPR,data_BoTIoT.csv_Accuracy,data_BoTIoT.csv_MCC,data_BoTIoT.csv_F1 Score,data_CICIoT2023.csv_AUCROC,data_CICIoT2023.csv_AUCPR,data_CICIoT2023.csv_Accuracy,data_CICIoT2023.csv_MCC,data_CICIoT2023.csv_F1 Score,data_N_BaIoT.csv_AUCROC,data_N_BaIoT.csv_AUCPR,data_N_BaIoT.csv_Accuracy,data_N_BaIoT.csv_MCC,data_N_BaIoT.csv_F1 Score,data_ToNIoT.csv_AUCROC,data_ToNIoT.csv_AUCPR,data_ToNIoT.csv_Accuracy,data_ToNIoT.csv_MCC,data_ToNIoT.csv_F1 Score
ourmodel,85.29804666941729,98.02625622342153,90.60293886942424,0.0255416008467879,0.9506982358912454,92.02121271081198,99.68466485263409,96.9652816158368,0.0908483537099531,0.984592622825366,73.40715955082088,96.31038954150478,90.33378961777404,0.0169415294114418,0.94921442797079,83.50300490802948,97.19384857661184,12.093881315978273,0.0174601732920535,0.0158347676419965
AE1SVM,78.21325622331972,96.9150749553269,35.035732961478125,0.0268186808891272,0.4497593527622759,84.44375045663537,99.36825726581608,60.35169988276671,0.0067561138953489,0.7439707568187226,48.934611678088935,86.45650826915261,8.557088203292269,-0.2783481889394834,0.0022212860480257,52.79498280638634,87.98478017051158,12.698575381777188,-0.1248791877251217,0.016626506024096325
ALAD,49.95899201106051,90.21605018012755,16.90779152867352,-0.0032461111285586,0.1686721774615465,38.087622166493645,95.5704758593634,6.143024618991793,0.0097767108629714,0.0679240262116222,41.24971513933663,87.6919807208732,12.323189779228528,-0.0701330085873661,0.0805359246171967,49.26586045299437,87.64138569942577,12.698575381777188,-0.1037170291508224,0.016626506024096325
AutoEncoder,78.48711792415853,97.42245902117988,45.62663412933589,0.0268186808891272,0.5769157737691578,86.49943570792416,99.47796382344268,66.87991961145536,0.0117879946969594,0.794735531013867,23.735916554162745,81.53345290227867,8.360534905759714,-0.3119257043094199,0.000306313895164,44.81285284577331,87.14632693349171,12.698575381777188,0.0183331819566561,0.016626506024096325
CBLOF,58.806644859213655,96.0620531638964,32.002788914066585,-0.0134898035387888,0.4087423080420746,84.96301339711648,99.43791831533753,62.23078211354882,-0.0125022320781709,0.7589568191534843,59.83463629702198,95.13637759214912,51.78477413920185,0.0177886058820138,0.6420885333889164,54.44470773920786,87.91624665360257,12.698575381777188,-0.1289499898466713,0.016626506024096325
COPOD,40.62883714963761,84.82231374452557,7.289524141537389,-0.4725575237555947,0.0076125083961489,22.092772668529985,93.54309366525442,10.296432758331935,-0.0017955386824473,0.16160035062455,1.5433761634987633,76.1995950989091,4.190797093819101,-0.7259352182036904,0.0020473074251453,24.514757363587027,80.34731541226854,12.698575381777188,-0.185744209197941,0.016626506024096325
DeepSVDD,73.47017153771051,95.3510218151674,34.96252396723026,0.0268186808891272,0.4485041977060423,78.42521571780934,99.08123145181618,46.628705409479146,0.0594576108142536,0.6218435542054301,57.67943171659324,91.15608211565942,8.455301674212908,-0.2960477402637712,0.0008427827152926,63.24214427856123,90.79878795043442,12.698575381777188,0.0183331819566561,0.016626506024096325
DevNet,40.31727991220006,90.5995122596436,22.014990413107896,-0.1482769075113634,0.2574520347872269,77.70790239667545,98.75599724795434,37.75916931837213,0.0953907713954507,0.5293313069908815,77.07751752836192,94.1501166027681,17.01589975781826,-0.006269926079704,0.1717868777805023,53.772693290047854,87.63439055583171,11.458048647171358,0.0183331819566561,0.016626506024096325
ECOD,42.238489441914496,83.91985782645534,7.899599093602928,-0.3828814163501406,0.0179175495334745,28.416799827227955,94.25871876920483,8.990118908055603,0.0248145869296096,0.132886548587841,6.56604373745905,77.76630971894603,8.293847179811168,-0.4857160129864653,0.0730149719719009,19.556850130698137,78.72500773837626,12.698575381777188,-0.2383806490995593,0.016626506024096325
HBOS,79.29042895117554,95.26187812033383,32.8743245598745,0.0268186808891272,0.420850001503895,74.55126494419524,98.70126199115808,41.758499413833526,0.0130283867832135,0.5726714180388301,28.83975906851834,89.37056581260731,8.307886701063493,-0.3205256158878906,0.0,42.0689962350501,83.40482928743094,12.698575381777188,-0.0780726407765787,0.0053373999237514
IForest,67.28659696833643,95.2396588253941,28.380686770088897,-0.0914127086434644,0.3573171494713132,84.11044592375353,99.2201229515614,57.18305141517334,0.0087581323069513,0.7175714191025386,27.18406029387308,82.86398852552124,8.423712751395177,-0.3021439729777,0.0,48.97310986952535,87.45733170951806,12.698575381777188,0.0183331819566561,0.016626506024096325
KNN,66.7505312894191,97.66462357008088,55.78525361687293,-0.3250638666384657,0.6810351331639967,63.17027269018782,98.52211995464816,47.1344833361246,0.0099138224943927,0.6267823783962733,11.538432042667006,77.80841309548092,8.420202871082095,-0.3027167426110991,0.0,77.43348570485165,94.2118582210256,12.698575381777188,0.0183331819566561,0.016626506024096325
LODA,60.40988462004433,94.95986954271618,21.380512462959736,0.0268186808891272,0.2478153558801947,85.48530268495085,99.39699936745885,54.245520013398085,-0.0408865229315875,0.6922730344672222,77.07751752836192,101.12590901858002,52.24807834052859,0.0177886058820138,0.6463018328350448,58.8978550293325,90.80019772140032,12.698575381777188,-0.1138506556906564,0.016626506024096325
LOF,61.12575274909313,93.18461440596936,29.147638138399863,0.0268186808891272,0.3680741247434861,75.06469943483395,98.89287333412696,41.37665382682968,0.0775364674932904,0.5685336751799626,45.19366748753985,90.14027142546692,17.81966234951388,-0.0058867518662839,0.1878035243513251,68.42507616322966,93.42633332722993,12.698575381777188,0.0183331819566561,0.016626506024096325
MO_GAAL,39.91273526749764,88.90666136590204,13.397245947359243,-0.15180197688541,0.1020098322729901,24.963739413821624,94.74160698131227,7.382348015407804,-0.0488729386267325,0.0915930221097933,35.144440514775354,85.36265352635763,8.48689059703064,-0.291649018995986,0.0,77.77786714479676,95.21713087409456,11.738179830554795,-0.0831381439020917,0.016626506024096325
OCSVM,49.059681155082345,94.64993387152565,29.21736099006449,0.0084141136236677,0.3700279242941359,75.95639667866139,98.9886811199284,48.976720817283535,-0.0159547720665171,0.6442799430212736,77.07751752836192,101.12590901858002,51.83742234389808,0.0177886058820138,0.6426190228148765,48.30645068265287,87.8593963624613,12.698575381777188,-0.1276914519303043,0.016626506024096325
PCA,81.3272671555527,96.40100254021856,38.6787519609552,0.0268186808891272,0.4957862752966805,79.49965144298312,99.15955168287368,49.72366437782616,0.0490962911942707,0.6513842437755482,61.65902995594009,90.99718595368988,8.444772033273665,-0.2981288485506895,0.0004598229681572,52.09842246634588,87.28170156662516,12.698575381777188,-0.0613547188862201,0.016626506024096325
Thua bao nhieu,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,14.0,6.0,15.0
