Model,data_ToNIoT.csv_AUCROC
ourmodel,81.7621263554878
AE1SVM,54.70993628477001
ALAD,51.89912199832705
AutoEncoder,66.31960421615271
CBLOF,74.34971750709815
COPOD,29.810791847060376
DeepSVDD,63.09820780526436
DevNet,76.31030674185394
ECOD,23.585264517063937
HBOS,67.16831979130112
IForest,76.56786399246901
KNN,85.85023267326218
LODA,56.55924781026772
LOF,80.27866198557716
MO_GAAL,62.32379001712422
OCSVM,48.37775655198431
PCA,53.63877568565832
