Model,data_BoTIoT.csv_AUCROC,data_BoTIoT.csv_AUCPR,data_BoTIoT.csv_Accuracy,data_BoTIoT.csv_MCC,data_BoTIoT.csv_F1 Score,data_CICIoT2023.csv_AUCROC,data_CICIoT2023.csv_AUCPR,data_CICIoT2023.csv_Accuracy,data_CICIoT2023.csv_MCC,data_CICIoT2023.csv_F1 Score,data_N_BaIoT.csv_AUCROC,data_N_BaIoT.csv_AUCPR,data_N_BaIoT.csv_Accuracy,data_N_BaIoT.csv_MCC,data_N_BaIoT.csv_F1 Score,data_ToNIoT.csv_AUCROC,data_ToNIoT.csv_AUCPR,data_ToNIoT.csv_Accuracy,data_ToNIoT.csv_MCC,data_ToNIoT.csv_F1 Score
AE1SVM,78.70594288727828,95.96044862298864,25.135088025100227,0.041399833853085,0.8345684490792101,85.8668505295667,99.47165115528202,64.1031652989449,0.0062958625665295,0.7737358809247336,56.05934760553644,88.416864301465,8.58867712611,-0.2729273460674792,0.0026041666666666,53.39683813779439,88.39263164359907,12.698575381777188,0.0170931464904789,0.016626506024096325
ALAD,49.35043009143452,90.5578755888963,17.458602056824123,-0.0046418577907404,0.237217578138114,36.455692626453214,95.32242526026197,6.149723664377826,0.0084083771997137,0.0679905531716728,40.95062633034832,87.61593361474846,12.172264925766031,-0.086173316714234,0.0795968661492625,47.91595811387347,87.34585812028203,12.698575381777188,-0.0487910906746536,0.016626506024096325
AutoEncoder,78.04579565133731,96.15314400063308,33.48439951194004,0.041399833853085,0.9464009792707644,87.57908464703131,99.54251310606082,73.7095963825155,0.0099651477375337,0.8437419123648743,55.89475151943844,91.65741833216904,51.61629988417396,0.0532612299763503,0.6411184296165161,54.20396200192455,88.60400421414396,12.698575381777188,-0.0371044427531366,0.016626506024096325
CBLOF,58.77001261411499,91.0021244434384,17.793271744814362,-0.0120448239409198,0.5291251260221799,85.23993472136176,99.39262200657907,65.24200301457043,-0.0113861507257172,0.7823570125212357,63.57372644225916,95.68662390544849,57.53395809202906,0.0532612299763503,0.6981362740450587,51.03480699697798,86.77577977566648,12.698575381777188,-0.0602446649697369,0.016626506024096325
COPOD,40.72733699641531,84.77290438501875,7.209342862123061,-0.4644189058328945,0.0075449146528218,22.10996477477344,93.54417141844276,10.695025958800873,-0.0037290571428539,0.1689420859048687,1.5555258611361449,76.27792050689881,4.194306974132182,-0.7256743724248811,0.0020473822755191,24.581530297402026,80.37132051112896,12.698575381777188,-0.188579447059767,0.016626506024096325
DeepSVDD,80.68974550844861,96.17719765479684,36.93916681192261,0.041399833853085,0.3915638678869876,83.38639950682996,99.38780228798242,64.82331267794339,0.0725760448787105,0.7794531479692555,62.16617925052416,95.0118247360021,51.66894808887017,0.0532612299763503,0.6412941544232572,49.14926578159975,86.6972766287766,12.698575381777188,-0.1265225125253159,0.016626506024096325
DevNet,40.39698258967068,87.46930928331076,10.193480913369356,-0.1422653967419654,0.2571049136786188,78.46023816567855,98.8158013190678,49.36526544967342,0.1551980139943426,0.6481718528172783,81.86801332025993,94.343471599853,16.584184479309254,-0.0088587316434931,0.1634635691657867,53.78882441246217,87.71054025576217,11.198414867450122,-0.0173855367355357,0.016626506024096325
ECOD,42.34364555049566,84.47140279922694,8.056475509848353,-0.3820042528806784,0.0173427614439895,28.442451906376505,94.263256134721,8.728856138000335,0.0223397235373151,0.1279482830351714,6.6128792604733935,78.01867973360359,8.206100171984135,-0.4824277073005279,0.0686585235568533,19.59140587868567,78.7426117423516,12.698575381777188,-0.2383567797766947,0.016626506024096325
HBOS,82.95197728033979,96.58750083785296,49.67753181105108,0.041399833853085,0.4971389333943693,77.86561553451887,98.97598005650156,55.22358063975883,0.0150482561190896,0.7012069736253912,31.006938327030937,89.79098071727756,8.357025025446632,-0.3128540430400434,0.0,42.19836288032276,83.4401343012743,12.698575381777188,-0.2437547007549751,0.0062528595394235
IForest,70.05541373584475,91.76889321184228,12.072511765731218,-0.0963594010772849,0.4621961932650074,83.53298281625024,99.19919851933771,56.20834031150561,0.0097060793168967,0.7095183078563811,30.870603178384144,86.45898129369589,8.437752272647502,-0.2998423626829732,0.0,59.943609110641646,90.3751185243182,12.698575381777188,0.0170931464904789,0.016626506024096325
KNN,68.32052252367819,89.92721398853803,8.363256057172737,-0.3186766123676879,0.949499799919968,81.83391398059013,99.37112807225785,72.74828336961983,0.0104671490632388,0.8371236386931453,14.46058029512218,78.64800782278097,8.451791793899828,-0.2975236076563507,0.0,87.40965292828923,96.0225774730274,12.698575381777188,0.0170931464904789,0.016626506024096325
LODA,45.005976382385846,90.97386294612411,38.584626111207946,0.041399833853085,0.4766487896796637,68.52792523208578,98.49373699232082,29.24468263272484,0.0150965092396167,0.428864975936841,81.86801332025993,102.34805668984131,51.73212593450563,0.0532612299763503,0.6417817139880178,23.360253382984748,79.89022823427277,11.512708390270564,-0.2688578251659476,0.0045735193231191
LOF,62.28650788560351,94.63532155984574,43.48614258323165,0.041399833853085,0.8311433789140795,82.95939895323265,99.32977606489398,61.73840227767543,0.0659138645385626,0.7551812083413704,52.031891322298144,92.86877325712592,37.811940612825104,0.0532612299763503,0.4865835989568241,79.5282200919528,95.73262844493506,12.698575381777188,0.0170931464904789,0.016626506024096325
MO_GAAL,39.89427661257563,87.29966816340759,10.11678577653826,-0.1463677506888436,0.1135653485615774,23.72053738729204,94.57901797600138,6.963657678780774,-0.047165611126558,0.0839050131926121,59.73674154259766,91.0985338527712,10.785862202098908,-0.1219474378790554,0.0505752278499925,53.17689163544529,87.95039641060556,11.396556436184753,-0.0011446374239934,0.016626506024096325
OCSVM,49.24290224417221,90.46986747487055,18.62645982220673,0.010006954027279,0.4067303319690769,77.33244749584418,99.06807596096192,53.81678110869201,-0.0159804917642654,0.6887022487130858,81.86801332025993,97.4007308830252,54.329437366185815,0.0532612299763503,0.6679087336021643,48.37775655198431,87.8892353993954,12.698575381777188,0.0170931464904789,0.016626506024096325
PCA,84.38886679637113,97.23041313390092,41.71518215094998,0.041399833853085,0.5383287869509548,81.27670382589336,99.27236496256528,58.7238318539608,0.0710509738839998,0.7308271990563772,69.16095626036227,95.89021335353988,51.707556772314064,0.0532612299763503,0.6415526898528071,53.63877568565832,87.76336449633601,12.698575381777188,-0.0612139284277749,0.016626506024096325
