AUCROC,scaler,nCluster
92.53635469235635,RobustScaler,331
92.41702000885176,RobustScaler,88
92.38664920444438,StandardScaler,64
91.9691780992576,RobustScaler,232
91.91069427206553,RobustScaler,256
91.8754399128412,RobustScaler,40
91.6839386321922,RobustScaler,163
91.26764433338596,RobustScaler,1
91.12229916227484,RobustScaler,307
91.04882159515606,RobustScaler,205
91.01914077494578,RobustScaler,271
90.98350117454476,RobustScaler,277
90.86705675817672,RobustScaler,181
90.84947174426549,RobustScaler,145
90.79678378432872,RobustScaler,133
90.74518446612512,StandardScaler,1
90.7383919550296,StandardScaler,7
90.5556649734199,RobustScaler,121
90.52039144796788,RobustScaler,226
90.50474797292227,RobustScaler,175
90.47497898806458,StandardScaler,4
90.44780702705972,RobustScaler,91
90.42870404791496,StandardScaler,283
90.3550923172023,QuantileTransformer,7
90.29851936291152,RobustScaler,85
90.23174422561809,RobustScaler,148
90.00295888223174,RobustScaler,253
89.9959842919731,RobustScaler,292
89.77076195031547,StandardScaler,178
89.74321049800223,RobustScaler,283
89.65462994345886,RobustScaler,262
89.55622669722122,StandardScaler,190
89.47823740010274,StandardScaler,289
89.42051830539575,RobustScaler,220
89.3831767439753,RobustScaler,274
89.36197122965227,RobustScaler,67
89.3529995184677,StandardScaler,262
89.3383641869989,StandardScaler,40
89.32459133577643,RobustScaler,61
89.28483291304352,RobustScaler,208
89.26816596143894,RobustScaler,337
89.17399653489937,StandardScaler,70
89.16574930712171,StandardScaler,235
89.09714954495158,RobustScaler,259
89.02419713247167,RobustScaler,109
89.00315453108405,RobustScaler,340
88.966533619825,RobustScaler,301
88.95893612716624,StandardScaler,97
88.90997408189361,RobustScaler,241
88.866436079059,RobustScaler,187
88.82976150236239,StandardScaler,223
88.7903538215963,StandardScaler,346
88.78868635978674,RobustScaler,280
88.78778746370779,RobustScaler,211
88.73925282531279,StandardScaler,88
88.72727584962546,StandardScaler,268
88.70091845329769,RobustScaler,346
88.68367076499392,StandardScaler,340
88.68041825615387,RobustScaler,136
88.66595925397989,RobustScaler,268
88.58985016379842,StandardScaler,316
88.53949473377229,RobustScaler,286
88.5165700088249,RobustScaler,151
88.47680391960091,RobustScaler,217
88.38487885832456,RobustScaler,199
88.37145099920062,RobustScaler,94
88.36416399943053,StandardScaler,226
88.36305235822415,RobustScaler,190
88.25758827370323,RobustScaler,172
88.24504014443055,RobustScaler,328
88.22268273982297,MinMaxScaler,316
88.21338711939033,RobustScaler,103
88.21271821804375,RobustScaler,157
88.14581275040199,RobustScaler,343
88.09248655508294,RobustScaler,127
88.08337493043618,StandardScaler,31
88.01056818128674,StandardScaler,10
87.94471493954549,RobustScaler,304
87.92883763652199,StandardScaler,43
87.8924716360913,StandardScaler,55
87.82015170912535,MinMaxScaler,229
87.79465104317559,RobustScaler,64
87.77493282812179,StandardScaler,25
87.76207803920599,RobustScaler,70
87.75876036519176,RobustScaler,334
87.72690417813797,MinMaxScaler,277
87.7141471369834,RobustScaler,238
87.69629954575275,MinMaxScaler,211
87.67791913339211,StandardScaler,271
87.6587624888098,StandardScaler,28
87.6079700687922,RobustScaler,289
87.60360591874576,QuantileTransformer,4
87.60274727174499,StandardScaler,220
87.59635341818554,QuantileTransformer,97
87.52787631987269,RobustScaler,106
87.47139536347484,MinMaxScaler,301
87.4385712819224,MinMaxScaler,259
87.41356510464722,StandardScaler,58
87.36607119241613,QuantileTransformer,19
87.35498927956219,RobustScaler,223
87.30361420622263,MinMaxScaler,241
87.2662400622151,StandardScaler,13
87.22349362458435,RobustScaler,139
87.21588271556621,RobustScaler,202
87.19263216474798,StandardScaler,211
87.19229867238607,RobustScaler,25
87.17284111802893,RobustScaler,235
87.1061598952512,MinMaxScaler,220
87.073824552505,RobustScaler,319
87.06249156206826,RobustScaler,229
87.05998653610838,StandardScaler,46
87.0511413220266,StandardScaler,19
87.01740301141302,RobustScaler,124
87.00859421316387,QuantileTransformer,346
86.98044285792375,RobustScaler,115
86.94795801860151,RobustScaler,247
86.81935071413747,RobustScaler,52
86.80812888782137,RobustScaler,184
86.7636996553989,StandardScaler,337
86.73428141250805,RobustScaler,154
86.62469658903245,QuantileTransformer,349
86.54328803689299,RobustScaler,265
86.53782566199958,StandardScaler,202
86.50921048404922,RobustScaler,55
86.50107058714666,RobustScaler,313
86.48793213806091,RobustScaler,100
86.48323449565261,RobustScaler,244
86.4690783198762,QuantileTransformer,340
86.44859537233732,MinMaxScaler,253
86.43683497502296,RobustScaler,310
86.39620832217541,RobustScaler,118
86.39591699551441,MinMaxScaler,202
86.3577474530575,RobustScaler,142
86.35421320067033,MinMaxScaler,208
86.3031888692976,MinMaxScaler,286
86.28977825977859,RobustScaler,322
86.24252775863923,RobustScaler,130
86.13630277487877,MinMaxScaler,280
86.0812631188037,MinMaxScaler,268
86.05986594220371,QuantileTransformer,100
85.9766672643974,RobustScaler,193
85.96313974088947,QuantileTransformer,49
85.9396342792429,RobustScaler,169
85.9226587513724,QuantileTransformer,331
85.75581290603175,MinMaxScaler,274
85.74065433654685,MinMaxScaler,178
85.73049048599957,MinMaxScaler,184
85.69889495964244,QuantileTransformer,334
85.6518207877979,StandardScaler,124
85.63473792905229,RobustScaler,295
85.55257231091883,MinMaxScaler,217
85.49583069382433,RobustScaler,316
85.4330421318917,StandardScaler,49
85.3907652668395,StandardScaler,331
85.36380988420763,QuantileTransformer,118
85.34802649569983,MinMaxScaler,235
85.30620962011233,StandardScaler,82
85.28386563186415,MinMaxScaler,175
85.2508518046575,MinMaxScaler,223
85.24793853804769,StandardScaler,121
85.2311757553046,MinMaxScaler,256
85.21234876983867,MinMaxScaler,250
85.20558500808471,StandardScaler,103
85.1954671564839,MinMaxScaler,226
85.19329753950869,MinMaxScaler,292
85.19137325024799,MinMaxScaler,331
85.18494873072424,QuantileTransformer,319
85.15235847714968,QuantileTransformer,253
85.12540692776334,StandardScaler,214
85.12210075348574,QuantileTransformer,301
85.08530351293189,StandardScaler,328
85.07592547772013,QuantileTransformer,139
85.07516074523507,MinMaxScaler,283
85.04106594278636,MinMaxScaler,244
84.98095681948566,StandardScaler,184
84.98066549282466,MinMaxScaler,337
84.97708907473655,QuantileTransformer,88
84.95645663062163,QuantileTransformer,40
84.90870205769389,QuantileTransformer,262
