AUCROC,scaler,nCluster
95.38152561179174,RobustScaler,298
95.21618239870249,RobustScaler,241
95.03046740219494,RobustScaler,316
94.89868042055612,MinMaxScaler,307
94.88254820670424,RobustScaler,340
94.87464788764788,MinMaxScaler,274
94.8659483368966,MinMaxScaler,292
94.82643715850097,MinMaxScaler,235
94.82548651360722,MinMaxScaler,334
94.8051243133028,RobustScaler,334
94.79950094209674,RobustScaler,235
94.77443151627016,MinMaxScaler,316
94.77013636464346,MinMaxScaler,304
94.76253695536194,MinMaxScaler,298
94.70049012644112,MinMaxScaler,226
94.69696929041336,MinMaxScaler,259
94.66040779446014,MinMaxScaler,256
94.65921565509744,MinMaxScaler,280
94.64359134627954,RobustScaler,346
94.6435491805786,MinMaxScaler,214
94.62821236517614,MinMaxScaler,346
94.6255827587362,MinMaxScaler,343
94.61486500420853,MinMaxScaler,325
94.60635519911142,MinMaxScaler,262
94.59509695696268,MinMaxScaler,328
94.58967099790192,StandardScaler,295
94.56698585080072,MinMaxScaler,340
94.55299258795978,MinMaxScaler,286
94.53742961107048,StandardScaler,331
94.535112414142,MinMaxScaler,217
94.5289945542614,StandardScaler,58
94.51205735884628,MinMaxScaler,106
94.51001615559665,MinMaxScaler,337
94.49941723168068,MinMaxScaler,253
94.48297644156293,MinMaxScaler,199
94.48230945683908,MinMaxScaler,289
94.4768317489635,RobustScaler,259
94.43063539034743,MinMaxScaler,265
94.42742313058558,StandardScaler,178
94.422577908224,MinMaxScaler,181
94.40846581477128,MinMaxScaler,268
94.3945185508768,MinMaxScaler,166
94.39019464990854,MinMaxScaler,100
94.38948166623824,MinMaxScaler,160
94.38522101382136,MinMaxScaler,58
94.37097667339758,MinMaxScaler,310
94.36265469733192,MinMaxScaler,175
94.36259336540328,MinMaxScaler,349
94.35028098073128,MinMaxScaler,202
94.3451444317087,StandardScaler,154
94.33930448212968,MinMaxScaler,271
94.3258478736642,MinMaxScaler,247
94.309069757939,MinMaxScaler,187
94.3017060932581,MinMaxScaler,244
94.29923364988532,StandardScaler,247
94.27587576819198,MinMaxScaler,322
94.27213068730016,MinMaxScaler,301
94.26237124415728,MinMaxScaler,238
94.26093761032558,MinMaxScaler,313
94.2539227709888,MinMaxScaler,115
94.25096733867808,MinMaxScaler,295
94.2465801891584,MinMaxScaler,196
94.23376181607522,MinMaxScaler,220
94.23027164601172,MinMaxScaler,151
94.22957782856912,StandardScaler,250
94.2267105609058,StandardScaler,283
94.2259151624564,MinMaxScaler,205
94.22563150228648,MinMaxScaler,130
94.22025729204049,MinMaxScaler,223
94.2142256801845,MinMaxScaler,88
94.21298562525256,MinMaxScaler,133
94.20515813786146,MinMaxScaler,208
94.20127314350744,StandardScaler,244
94.18926933510132,StandardScaler,307
94.18017304343674,MinMaxScaler,163
94.17748018844544,MinMaxScaler,190
94.16896846672556,RobustScaler,250
94.16510263859922,StandardScaler,328
94.15844620772036,MinMaxScaler,157
94.1538060639951,StandardScaler,268
94.1447538546542,StandardScaler,85
94.128757721019,MinMaxScaler,64
94.1281137357684,StandardScaler,226
94.12298485323691,MinMaxScaler,118
94.11477020804632,StandardScaler,316
94.11230734778738,StandardScaler,343
94.109024172983,MinMaxScaler,241
94.10771895287692,StandardScaler,319
94.10260540332756,MinMaxScaler,73
94.09082967303108,MinMaxScaler,148
94.07065530175808,StandardScaler,349
94.06990398563238,RobustScaler,181
94.06692747047116,MinMaxScaler,121
94.06128109979188,MinMaxScaler,331
94.05802092446076,MinMaxScaler,193
94.04148046995896,StandardScaler,220
94.03415322111071,MinMaxScaler,184
94.0307665486768,MinMaxScaler,232
94.02305022540634,MinMaxScaler,127
94.0116731526459,MinMaxScaler,283
94.00808140157562,StandardScaler,172
94.0059137012232,MinMaxScaler,178
93.99350740203548,MinMaxScaler,49
93.9832304707448,MinMaxScaler,46
93.96743941574591,MinMaxScaler,34
93.96416199080988,MinMaxScaler,250
93.96231053321442,MinMaxScaler,229
93.94403361848336,StandardScaler,79
93.94248307066276,MinMaxScaler,172
93.94187933449032,StandardScaler,127
93.92276485560892,StandardScaler,184
93.9206719035445,MinMaxScaler,145
93.91857511823451,StandardScaler,346
93.91769922162884,RobustScaler,301
93.90775386607729,StandardScaler,106
93.89790817490976,MinMaxScaler,319
93.89607396691925,StandardScaler,325
93.89326994780728,MinMaxScaler,79
93.89242280054312,StandardScaler,313
93.878830111861,StandardScaler,337
93.87054263500518,StandardScaler,271
93.870303057159,StandardScaler,256
93.8599379612209,StandardScaler,253
93.84982010962008,MinMaxScaler,76
93.8482043966253,StandardScaler,304
93.84559587303586,MinMaxScaler,139
93.84297968295532,StandardScaler,259
93.84025424537693,StandardScaler,214
93.83919243636257,StandardScaler,301
93.8110487476135,StandardScaler,340
93.80579720122478,StandardScaler,334
93.80419873783492,MinMaxScaler,211
93.80221503326835,MinMaxScaler,136
93.792775666128,StandardScaler,322
93.7910852048452,MinMaxScaler,85
93.78697979887266,MinMaxScaler,112
93.78314655333344,MinMaxScaler,277
93.7827268129469,MinMaxScaler,40
93.76961902982548,RobustScaler,85
93.75606467359876,MinMaxScaler,25
93.75037997046408,MinMaxScaler,154
93.74814327169192,StandardScaler,217
93.74652755869715,RobustScaler,61
93.741969829751,StandardScaler,229
93.73774559316676,RobustScaler,328
93.73459274871074,StandardScaler,109
93.73208388950532,MinMaxScaler,142
93.72687259219472,StandardScaler,280
93.72006474811704,StandardScaler,265
93.6999440422816,StandardScaler,160
93.69858132349242,MinMaxScaler,97
93.69794117148736,MinMaxScaler,82
93.68787506870136,Normalizer,316
93.68787506870136,Normalizer,316
93.68626702219764,StandardScaler,262
93.67718989676072,MinMaxScaler,52
93.66967673550384,StandardScaler,163
93.65789717196176,StandardScaler,298
93.65020384816454,MinMaxScaler,124
93.64825080956228,MinMaxScaler,43
93.64602752714951,MinMaxScaler,169
93.6243677732301,MinMaxScaler,55
93.62057477676905,StandardScaler,175
93.6002394091834,MinMaxScaler,70
93.5861483985812,RobustScaler,112
93.58110959731984,StandardScaler,208
93.56675984264372,StandardScaler,97
93.56639185107198,MinMaxScaler,109
93.53413892310486,MinMaxScaler,103
93.52301867779556,RobustScaler,286
93.52132246664443,StandardScaler,91
93.51920459848402,StandardScaler,277
93.51166460450835,MinMaxScaler,67
93.5030436352906,RobustScaler,136
93.49812941450932,RobustScaler,307
93.49772692372768,StandardScaler,238
93.49644278647206,RobustScaler,262
93.49182372559729,StandardScaler,310
93.48219269617996,StandardScaler,139
93.46806143649955,StandardScaler,289
93.45303128074023,StandardScaler,241
93.451860224228,StandardScaler,49
93.4505799202179,StandardScaler,274
93.44002891187117,StandardScaler,286
