AUCROC,scaler,nCluster
93.43380372111544,RobustScaler,208
93.42311279930652,StandardScaler,193
93.40391398902328,MinMaxScaler,94
93.40343483333086,MinMaxScaler,61
93.40239027392144,StandardScaler,232
93.39035771617378,MinMaxScaler,37
93.38975972986964,StandardScaler,157
93.3678738144634,StandardScaler,292
93.36664525926808,MinMaxScaler,22
93.35818911960853,StandardScaler,115
93.35685515016088,Normalizer,289
93.35685515016088,Normalizer,289
93.3565446572722,RobustScaler,22
93.34319537968182,MinMaxScaler,91
93.34021119802954,RobustScaler,253
93.33672294458884,RobustScaler,223
93.32899320495896,RobustScaler,226
93.3201863233326,StandardScaler,142
93.30655146894952,StandardScaler,235
93.3064441380744,RobustScaler,343
93.27304315306831,StandardScaler,151
93.23626699536491,StandardScaler,181
93.21963837621573,StandardScaler,133
93.2189273091682,RobustScaler,31
93.21316977436828,RobustScaler,274
93.1982680323345,StandardScaler,223
93.19212525635788,RobustScaler,277
93.18635047195302,RobustScaler,139
93.1778924156707,StandardScaler,205
93.17612912272266,StandardScaler,100
93.17105773887424,RobustScaler,130
93.16859104536977,StandardScaler,55
93.13145647920844,RobustScaler,220
93.12736257297254,StandardScaler,121
93.0814345415442,RobustScaler,205
93.07530709854976,RobustScaler,331
93.07290748684218,RobustScaler,127
93.07199517440384,StandardScaler,148
93.06652513301935,StandardScaler,211
93.0592687992136,StandardScaler,199
93.05856731527992,RobustScaler,304
93.04312891887066,RobustScaler,229
93.02209398397412,RobustScaler,13
93.0200776968205,RobustScaler,142
92.99381038176288,StandardScaler,190
92.96456080167576,RobustScaler,100
92.95646307047414,StandardScaler,187
92.95455986406392,RobustScaler,145
92.94383827629066,StandardScaler,118
92.93359009434154,StandardScaler,145
92.93010759076914,RobustScaler,271
92.92236635140269,StandardScaler,202
92.90440951267412,RobustScaler,232
92.89916179953092,StandardScaler,73
92.89630794822696,RobustScaler,280
92.837764705729,StandardScaler,124
92.82095975728504,RobustScaler,109
92.81350984457951,MinMaxScaler,31
92.80964784969872,RobustScaler,292
92.80831196362831,StandardScaler,82
92.80702590974992,Normalizer,313
92.80702590974992,Normalizer,313
92.80592576828016,StandardScaler,196
92.7980886977752,MinMaxScaler,28
92.78727702873178,RobustScaler,247
92.7709953183039,StandardScaler,136
92.7594706655902,RobustScaler,268
92.71545350706316,RobustScaler,43
92.70984546883928,StandardScaler,166
92.69908171536512,RobustScaler,238
92.69366917266372,StandardScaler,169
92.69179471559504,RobustScaler,58
92.67732996355274,RobustScaler,82
92.64489495642252,RobustScaler,295
92.59013321064904,StandardScaler,130
92.5874978543408,RobustScaler,187
92.580433182812,StandardScaler,112
92.57383041737069,RobustScaler,310
92.57148063785512,StandardScaler,103
92.56753239494972,StandardScaler,19
92.56741548096076,RobustScaler,124
92.55190041964072,MinMaxScaler,16
92.51522392632134,RobustScaler,256
92.50963888757067,RobustScaler,322
92.50952580682728,StandardScaler,67
92.50948939099464,StandardScaler,61
92.49877738633526,RobustScaler,52
92.47917033540207,StandardScaler,46
92.46709752857628,StandardScaler,88
92.46115216474492,MinMaxScaler,7
92.45306976652546,RobustScaler,163
92.4284143312171,MinMaxScaler,19
92.42470374953513,StandardScaler,94
92.41312543138388,RobustScaler,265
92.40563910284574,RobustScaler,4
92.3937004596138,RobustScaler,55
92.38980204890042,MinMaxScaler,10
92.38360944073176,RobustScaler,106
92.37931620572785,RobustScaler,7
92.317094964135,RobustScaler,88
92.28511036335564,RobustScaler,193
92.27153492427846,RobustScaler,115
92.2165949325874,RobustScaler,25
92.17263143949792,RobustScaler,70
92.1586362600342,RobustScaler,49
92.1559299886835,RobustScaler,16
92.14406992698513,Normalizer,328
92.14406992698513,Normalizer,328
92.12925826622153,RobustScaler,73
92.11848109638797,RobustScaler,202
92.11426644291755,RobustScaler,217
92.11226932199165,Normalizer,301
92.11226932199165,Normalizer,301
92.11192049664754,Normalizer,322
92.11192049664754,Normalizer,322
92.10605946421808,RobustScaler,154
92.10239488148255,StandardScaler,16
92.07936282566008,Normalizer,292
92.07936282566008,Normalizer,292
92.07018411921638,RobustScaler,28
92.0645760809925,Normalizer,343
92.0645760809925,Normalizer,343
92.06142323653648,RobustScaler,10
92.05857321847805,RobustScaler,169
92.0545521439074,RobustScaler,46
92.0474874723786,RobustScaler,178
92.04405671762098,RobustScaler,19
92.0370342117931,RobustScaler,190
92.0194549477502,RobustScaler,76
92.01480138766556,MinMaxScaler,13
92.0108933938383,StandardScaler,13
91.99860017539396,Normalizer,280
91.99860017539396,Normalizer,280
91.9908838521235,MinMaxScaler,4
91.96604442102928,StandardScaler,7
91.96273441350615,Normalizer,274
91.96273441350615,Normalizer,274
91.95158350223252,RobustScaler,91
91.95099318241948,RobustScaler,64
91.95035111379168,RobustScaler,349
91.94430608557629,RobustScaler,37
91.92156918966032,StandardScaler,64
91.9083809083826,StandardScaler,28
91.9074091806384,RobustScaler,40
91.90529131247796,StandardScaler,10
91.88849978039336,RobustScaler,319
91.86243371072658,RobustScaler,103
91.8618012252126,StandardScaler,52
91.85878254435046,RobustScaler,283
91.85684100548484,Normalizer,304
91.85684100548484,Normalizer,304
91.84857269485671,RobustScaler,121
91.83286980450524,RobustScaler,337
91.82655069923382,StandardScaler,34
91.82586071503675,Normalizer,295
91.82586071503675,Normalizer,295
91.8202814261544,StandardScaler,22
91.79999972400633,Normalizer,334
91.79999972400633,Normalizer,334
91.7666619875516,RobustScaler,199
91.74497348429064,Normalizer,283
91.74497348429064,Normalizer,283
91.74153314641916,RobustScaler,289
91.7151757500914,RobustScaler,325
91.68671965183093,StandardScaler,37
91.67809868261315,RobustScaler,214
91.65035173477744,RobustScaler,34
91.64694397949307,StandardScaler,76
91.62507531369172,StandardScaler,40
91.60221767054128,Normalizer,310
91.60221767054128,Normalizer,310
91.58526514214402,RobustScaler,118
91.57724407585316,RobustScaler,67
91.57198677959612,RobustScaler,97
91.57017173783328,RobustScaler,148
91.5334703284179,RobustScaler,244
91.52872477044032,Normalizer,346
91.52872477044032,Normalizer,346
91.5083644867587,StandardScaler,4
91.48872485323844,Normalizer,349
91.48872485323844,Normalizer,349
91.47458592706698,Normalizer,337
91.47458592706698,Normalizer,337
91.46068082887342,RobustScaler,79
91.405951665687,Normalizer,286
91.405951665687,Normalizer,286
91.38928088083688,Normalizer,340
91.38928088083688,Normalizer,340
91.37526653514546,Normalizer,307
91.37526653514546,Normalizer,307
91.3342738073489,RobustScaler,160
91.314938916849,QuantileTransformer,4
91.30922738099557,RobustScaler,94
91.25951785284276,RobustScaler,184
91.25394814707428,RobustScaler,151
91.24517768128052,RobustScaler,175
91.22869089221626,Normalizer,277
91.22869089221626,Normalizer,277
91.15744619062409,StandardScaler,43
91.13844095924055,StandardScaler,25
91.12270931954755,Normalizer,319
91.12270931954755,Normalizer,319
91.1110179206529,RobustScaler,157
91.10563221067028,RobustScaler,313
91.05898544570334,Normalizer,331
91.05898544570334,Normalizer,331
91.0395010586274,RobustScaler,196
90.99605505368577,Normalizer,298
90.99605505368577,Normalizer,298
90.98174938133332,MinMaxScaler,1
90.9817455480878,RobustScaler,1
90.9804844103054,StandardScaler,1
90.97618734205592,RobustScaler,172
90.92726554586145,StandardScaler,31
90.8656365407044,QuantileTransformer,238
90.72843893298696,StandardScaler,70
90.66746157957162,Normalizer,325
90.66746157957162,Normalizer,325
90.56096635200066,RobustScaler,166
90.40531358363457,RobustScaler,133
90.30880204407052,QuantileTransformer,343
90.20847642519496,QuantileTransformer,133
90.01539584738377,QuantileTransformer,277
89.99129239943309,RobustScaler,211
89.93255174478986,QuantileTransformer,151
89.89516035117742,QuantileTransformer,271
89.77248499418535,QuantileTransformer,175
89.74726798840551,QuantileTransformer,307
89.72110608760025,QuantileTransformer,49
89.56552423427662,QuantileTransformer,265
89.48639262998748,QuantileTransformer,295
89.47740366919797,QuantileTransformer,322
89.37865159761624,QuantileTransformer,163
89.28524307031621,QuantileTransformer,286
89.28008735506594,QuantileTransformer,253
89.26497095128197,QuantileTransformer,211
89.24927572742159,QuantileTransformer,190
89.24658478905305,QuantileTransformer,250
89.22542719029926,QuantileTransformer,289
89.21647464534239,QuantileTransformer,1
89.19499505396328,QuantileTransformer,331
89.13504501035244,QuantileTransformer,232
89.12418350911703,QuantileTransformer,202
89.02892352422155,QuantileTransformer,214
88.94082595861613,QuantileTransformer,220
88.94065729581241,QuantileTransformer,262
88.89563391033134,QuantileTransformer,334
88.84562730564927,QuantileTransformer,241
88.7761420637596,QuantileTransformer,283
88.75478130299223,QuantileTransformer,217
88.74109278317161,QuantileTransformer,226
88.71228785956704,QuantileTransformer,178
88.69453993272042,QuantileTransformer,229
88.66187493085782,QuantileTransformer,256
88.61945623572069,QuantileTransformer,235
88.61299146711876,QuantileTransformer,193
88.6005755848172,QuantileTransformer,121
88.55606585423837,QuantileTransformer,244
88.5504443996551,QuantileTransformer,325
88.54037446362352,QuantileTransformer,169
88.52854506788947,QuantileTransformer,340
88.44757925560978,QuantileTransformer,136
88.3464467385482,QuantileTransformer,349
88.32475823528722,QuantileTransformer,223
88.28334193385857,QuantileTransformer,316
88.22462236206583,QuantileTransformer,328
88.17428993151294,QuantileTransformer,346
88.15502212281,QuantileTransformer,280
88.00653560697948,QuantileTransformer,337
87.9164984191312,QuantileTransformer,16
87.7915978631036,QuantileTransformer,268
87.65948697221671,QuantileTransformer,7
87.65580513987628,QuantileTransformer,298
87.64952820030578,QuantileTransformer,310
87.62857184694279,QuantileTransformer,154
87.61052492694408,QuantileTransformer,10
87.60565287186373,QuantileTransformer,292
87.49519406840518,QuantileTransformer,25
87.47853286666891,QuantileTransformer,76
87.46077918995395,QuantileTransformer,259
87.43000206151945,QuantileTransformer,301
87.38604240167554,QuantileTransformer,313
87.33892414750729,QuantileTransformer,139
87.32594861135696,QuantileTransformer,40
87.32458972581331,QuantileTransformer,130
87.28139863169999,QuantileTransformer,208
87.27543410164095,QuantileTransformer,274
87.26382703414815,QuantileTransformer,199
87.21143231749515,QuantileTransformer,91
87.20488513411415,QuantileTransformer,319
87.1657649467635,QuantileTransformer,157
87.13830740896597,QuantileTransformer,196
87.13741426275533,QuantileTransformer,22
87.10166541485644,QuantileTransformer,181
87.09313452690888,QuantileTransformer,247
87.08746707337913,QuantileTransformer,160
87.00217544350842,QuantileTransformer,118
86.98463259529812,QuantileTransformer,127
86.9234769959652,QuantileTransformer,94
86.86125575437238,QuantileTransformer,109
86.73274044780128,QuantileTransformer,103
86.72819421859175,QuantileTransformer,172
86.6541780804747,QuantileTransformer,124
86.55530909490403,QuantileTransformer,37
86.53553721441267,QuantileTransformer,304
86.50059718132256,QuantileTransformer,58
86.47822252711006,QuantileTransformer,85
86.3767411847044,QuantileTransformer,64
86.36290891817609,QuantileTransformer,184
86.31337955256365,QuantileTransformer,70
86.2206150105142,QuantileTransformer,145
86.06765893038497,QuantileTransformer,52
86.0360461544229,QuantileTransformer,46
86.02468441464461,QuantileTransformer,100
85.95645264404628,QuantileTransformer,106
85.7960869002897,QuantileTransformer,142
85.788056250885,QuantileTransformer,82
85.56142902473725,QuantileTransformer,166
85.3508995132315,QuantileTransformer,34
85.31612814294509,QuantileTransformer,115
85.19575656652209,QuantileTransformer,67
85.13070830634409,QuantileTransformer,73
85.04761695941289,QuantileTransformer,88
84.86817506923033,QuantileTransformer,79
84.78029791524342,QuantileTransformer,97
84.74811973556432,QuantileTransformer,187
84.7337067323368,QuantileTransformer,148
84.68273989964716,QuantileTransformer,19
84.57929785214819,QuantileTransformer,55
84.45293682957013,QuantileTransformer,205
84.22147204755187,QuantileTransformer,61
84.00057360686249,QuantileTransformer,13
83.72867191765084,QuantileTransformer,31
80.5562223273213,QuantileTransformer,112
80.30526932498157,QuantileTransformer,28
79.23519008336312,QuantileTransformer,43
78.82290152614537,Normalizer,31
78.82290152614537,Normalizer,31
76.9882757118586,Normalizer,28
76.9882757118586,Normalizer,28
74.77617487634141,Normalizer,22
74.77617487634141,Normalizer,22
73.36266941699479,Normalizer,19
73.36266941699479,Normalizer,19
73.2865986592687,Normalizer,34
73.2865986592687,Normalizer,34
71.94838580880369,Normalizer,4
71.94838580880369,Normalizer,4
70.86729173612827,Normalizer,37
70.86729173612827,Normalizer,37
70.45254990176542,Normalizer,10
70.45254990176542,Normalizer,10
70.28930539060887,Normalizer,139
70.28930539060887,Normalizer,139
70.06578309334787,Normalizer,61
70.06578309334787,Normalizer,61
69.78377888551759,Normalizer,124
69.78377888551759,Normalizer,124
69.48279244577701,Normalizer,13
69.48279244577701,Normalizer,13
69.47386673353891,Normalizer,148
69.47386673353891,Normalizer,148
69.41583714594323,Normalizer,16
69.41583714594323,Normalizer,16
69.28831273334404,Normalizer,67
69.28831273334404,Normalizer,67
69.0371431526313,Normalizer,55
69.0371431526313,Normalizer,55
68.99249350859034,Normalizer,82
68.99249350859034,Normalizer,82
68.94034220302908,Normalizer,181
68.94034220302908,Normalizer,181
68.89759001553,Normalizer,40
68.89759001553,Normalizer,40
68.72039824047896,Normalizer,7
68.72039824047896,Normalizer,7
68.65783584003314,Normalizer,25
68.65783584003314,Normalizer,25
68.64866288345775,Normalizer,52
68.64866288345775,Normalizer,52
68.61758292862567,Normalizer,73
68.61758292862567,Normalizer,73
68.55500327857492,Normalizer,154
68.55500327857492,Normalizer,154
68.5398907080365,Normalizer,121
68.5398907080365,Normalizer,121
68.47809495669851,Normalizer,58
68.47809495669851,Normalizer,58
68.46667571823713,Normalizer,85
68.46667571823713,Normalizer,85
68.43974716832402,Normalizer,43
68.43974716832402,Normalizer,43
68.41701218903083,Normalizer,88
68.41701218903083,Normalizer,88
68.34436835281682,Normalizer,100
68.34436835281682,Normalizer,100
68.33962279483924,Normalizer,241
68.33962279483924,Normalizer,241
68.32869804505243,Normalizer,145
68.32869804505243,Normalizer,145
68.31154043801885,Normalizer,127
68.31154043801885,Normalizer,127
68.30163149829993,Normalizer,175
68.30163149829993,Normalizer,175
68.22846634069258,Normalizer,163
68.22846634069258,Normalizer,163
68.22150133354779,Normalizer,103
68.22150133354779,Normalizer,103
68.22010986541706,Normalizer,160
68.22010986541706,Normalizer,160
68.2121328814499,Normalizer,151
68.2121328814499,Normalizer,151
68.18317271140101,Normalizer,118
68.18317271140101,Normalizer,118
68.1524454151585,Normalizer,94
68.1524454151585,Normalizer,94
68.1381895749981,Normalizer,97
68.1381895749981,Normalizer,97
68.11009571844106,Normalizer,76
68.11009571844106,Normalizer,76
68.08013890455197,Normalizer,46
68.08013890455197,Normalizer,46
68.05406900163962,Normalizer,115
68.05406900163962,Normalizer,115
68.03521326683214,Normalizer,247
68.03521326683214,Normalizer,247
68.01131681414057,Normalizer,232
68.01131681414057,Normalizer,232
68.00359282437901,Normalizer,70
68.00359282437901,Normalizer,70
68.0002004020768,Normalizer,142
68.0002004020768,Normalizer,142
67.9998400769961,Normalizer,223
67.9998400769961,Normalizer,223
67.98567815135141,Normalizer,178
67.98567815135141,Normalizer,178
67.98500541675926,Normalizer,184
67.98500541675926,Normalizer,184
67.97578262799186,Normalizer,112
67.97578262799186,Normalizer,112
67.96479654627645,Normalizer,79
67.96479654627645,Normalizer,79
67.94554982042395,Normalizer,64
67.94554982042395,Normalizer,64
67.93396575240438,Normalizer,244
67.93396575240438,Normalizer,244
67.9272844054295,Normalizer,130
67.9272844054295,Normalizer,130
67.876674064575,Normalizer,136
67.876674064575,Normalizer,136
67.86435784665747,Normalizer,157
67.86435784665747,Normalizer,157
67.86241439116907,Normalizer,91
67.86241439116907,Normalizer,91
67.8444019703802,Normalizer,109
67.8444019703802,Normalizer,109
67.80616534612636,Normalizer,205
67.80616534612636,Normalizer,205
67.75473469072648,Normalizer,49
67.75473469072648,Normalizer,49
67.7513882673707,Normalizer,190
67.7513882673707,Normalizer,190
67.723083582309,Normalizer,187
67.723083582309,Normalizer,187
67.68524178234571,Normalizer,253
67.68524178234571,Normalizer,253
67.66266204949686,Normalizer,211
67.66266204949686,Normalizer,211
67.66012444094989,Normalizer,166
67.66012444094989,Normalizer,166
67.65779957753033,Normalizer,106
67.65779957753033,Normalizer,106
67.6567991004446,Normalizer,220
67.6567991004446,Normalizer,220
67.65037841416638,Normalizer,202
67.65037841416638,Normalizer,202
67.57504363958384,Normalizer,169
67.57504363958384,Normalizer,169
67.44160069587207,Normalizer,259
67.44160069587207,Normalizer,259
67.42539565035497,Normalizer,229
67.42539565035497,Normalizer,229
67.42136499267045,Normalizer,208
67.42136499267045,Normalizer,208
67.39448435832657,Normalizer,133
67.39448435832657,Normalizer,133
67.37642593859125,Normalizer,214
67.37642593859125,Normalizer,214
67.30430917363888,Normalizer,235
67.30430917363888,Normalizer,235
67.28459095858508,Normalizer,256
67.28459095858508,Normalizer,256
67.2294823040903,Normalizer,199
67.2294823040903,Normalizer,199
67.21199695456309,Normalizer,268
67.21199695456309,Normalizer,268
67.13306659566473,Normalizer,226
67.13306659566473,Normalizer,226
67.13038715703281,Normalizer,172
67.13038715703281,Normalizer,172
67.11066510873346,Normalizer,217
67.11066510873346,Normalizer,217
67.03457901802521,Normalizer,196
67.03457901802521,Normalizer,196
66.95692321326868,Normalizer,262
66.95692321326868,Normalizer,262
66.95477084589841,Normalizer,193
66.95477084589841,Normalizer,193
66.92052271362812,Normalizer,265
66.92052271362812,Normalizer,265
66.91447768541275,Normalizer,250
66.91447768541275,Normalizer,250
66.70358976544907,Normalizer,271
66.70358976544907,Normalizer,271
66.46945129466717,Normalizer,238
66.46945129466717,Normalizer,238
63.22853035589308,Normalizer,1
63.22853035589308,Normalizer,1
