AUCROC,scaler,nCluster
92.66634388183728,RobustScaler,19
91.70880297938244,MinMaxScaler,1
90.56442010623152,StandardScaler,85
90.38720149846168,RobustScaler,1
90.37234383875162,StandardScaler,43
90.16789002142556,StandardScaler,94
90.12944256866705,RobustScaler,121
90.05199184254683,RobustScaler,10
89.77424637051061,RobustScaler,265
89.77403554200598,RobustScaler,193
89.28232788708364,RobustScaler,202
89.21577507803146,StandardScaler,49
89.16027159924614,RobustScaler,64
89.01381095368312,MinMaxScaler,4
88.99041282291164,RobustScaler,205
88.9799557290806,RobustScaler,124
88.94074737708257,MinMaxScaler,295
88.72930938638402,RobustScaler,337
88.68768608969626,RobustScaler,289
88.67152895974839,RobustScaler,187
88.55164228888611,RobustScaler,211
88.50167401665942,RobustScaler,172
88.43152753991423,StandardScaler,88
88.33207590102161,StandardScaler,196
88.26247566176576,MinMaxScaler,313
88.24943879368683,StandardScaler,7
88.23810580325008,MinMaxScaler,163
88.12557129733204,MinMaxScaler,331
88.11302891792768,MinMaxScaler,199
88.03755614650572,QuantileTransformer,316
87.95523144868238,RobustScaler,277
87.88974619851291,StandardScaler,169
87.82871326303723,MinMaxScaler,226
87.76427448889996,RobustScaler,106
87.76283127195444,MinMaxScaler,286
87.74052178291609,RobustScaler,184
87.68015391554148,MinMaxScaler,334
87.66597665691462,RobustScaler,283
87.63527427676814,RobustScaler,208
87.61045209527884,MinMaxScaler,268
87.49233063398738,RobustScaler,115
87.48032299233573,RobustScaler,298
87.47950842765864,StandardScaler,139
87.32224186292052,MinMaxScaler,55
87.30655430555123,RobustScaler,334
87.27984616725661,RobustScaler,232
87.27760946848446,MinMaxScaler,238
87.24252760530942,MinMaxScaler,211
87.24245669026693,RobustScaler,103
87.22961531771051,RobustScaler,4
87.2196105468531,MinMaxScaler,19
87.21105474280955,MinMaxScaler,337
87.20516687766128,StandardScaler,250
86.98995888997489,MinMaxScaler,340
86.94122683943462,RobustScaler,178
86.93465857320315,StandardScaler,28
86.92427431103735,RobustScaler,118
86.91603283312801,StandardScaler,115
86.90213731804828,RobustScaler,253
86.84737365565205,MinMaxScaler,178
86.83390938069549,RobustScaler,175
86.83322706298951,RobustScaler,250
86.80408289715471,RobustScaler,163
86.75674039812242,MinMaxScaler,328
86.73977445336575,RobustScaler,166
86.69489098134689,RobustScaler,217
86.6818521966452,RobustScaler,259
86.68164520138608,RobustScaler,100
86.6583659012263,RobustScaler,292
86.62352553252022,RobustScaler,319
86.46972613837235,MinMaxScaler,319
86.45435290713725,StandardScaler,46
86.44926044043838,RobustScaler,67
86.39185758848836,MinMaxScaler,349
86.3501077946978,RobustScaler,142
86.32445571554925,StandardScaler,187
86.30418551313778,StandardScaler,133
86.30264838167656,RobustScaler,340
86.28292250013168,MinMaxScaler,307
86.27863693161882,RobustScaler,256
86.18422601061026,RobustScaler,262
86.12150069722904,StandardScaler,160
86.06733502113688,MinMaxScaler,235
86.05252527699608,QuantileTransformer,313
86.01909170940287,RobustScaler,13
86.0180375668796,RobustScaler,346
86.01627235730878,RobustScaler,223
85.98089725084996,StandardScaler,25
85.9525714829378,StandardScaler,19
85.94337169364363,MinMaxScaler,256
85.91412978004762,StandardScaler,214
85.91383462014109,StandardScaler,157
85.88979250411901,StandardScaler,61
85.85607910960145,MinMaxScaler,277
85.83616731564791,StandardScaler,73
85.80938059581976,MinMaxScaler,250
85.79680371720553,StandardScaler,208
85.77372757905934,RobustScaler,85
85.76646741200804,RobustScaler,109
85.72799695977629,StandardScaler,289
85.67136459017968,MinMaxScaler,301
85.63297463610427,MinMaxScaler,310
85.63011311830921,StandardScaler,1
85.59928232443717,StandardScaler,298
85.57556028441762,RobustScaler,94
85.57413623369979,MinMaxScaler,157
85.57191870115534,RobustScaler,307
85.53654359469654,RobustScaler,154
85.51563324028002,RobustScaler,169
85.45500854545428,MinMaxScaler,190
85.43437610133935,QuantileTransformer,253
85.4284499037357,StandardScaler,241
85.35985972467944,MinMaxScaler,214
85.35784152090304,RobustScaler,349
85.34602362490558,RobustScaler,91
85.34572846499906,MinMaxScaler,184
85.32462644830558,MinMaxScaler,22
85.30508456254657,QuantileTransformer,307
85.28899834764117,MinMaxScaler,280
85.26930313206059,RobustScaler,295
85.24728496968325,StandardScaler,322
85.23795485004075,QuantileTransformer,325
85.23765010702039,RobustScaler,181
85.20734638440997,RobustScaler,43
85.20538184607112,StandardScaler,226
85.18900047125922,QuantileTransformer,337
85.15354295002129,RobustScaler,238
85.12352097095803,StandardScaler,4
85.09502462361938,RobustScaler,61
85.05820821683781,MinMaxScaler,232
85.05820630021505,StandardScaler,334
85.05400697972682,MinMaxScaler,247
85.04651681794316,RobustScaler,145
85.04093369581524,QuantileTransformer,232
85.02349051198898,StandardScaler,262
85.00870951718969,StandardScaler,40
84.9975126069696,QuantileTransformer,346
84.98074599098099,StandardScaler,286
84.95186823571117,QuantileTransformer,271
84.92903167541121,StandardScaler,154
84.92059278535658,MinMaxScaler,322
84.86905096583605,MinMaxScaler,253
84.86108356498275,RobustScaler,268
84.78707509335679,QuantileTransformer,319
84.78002000494183,QuantileTransformer,286
84.7751077007833,RobustScaler,313
84.7727732542499,StandardScaler,22
84.74172779862765,RobustScaler,274
84.70288168833308,StandardScaler,178
84.61319332582886,RobustScaler,325
84.56772528386524,MinMaxScaler,193
84.55723944069268,RobustScaler,190
84.5559763862875,RobustScaler,214
84.51665303692329,QuantileTransformer,289
84.49332582119426,RobustScaler,151
84.4813450122614,RobustScaler,244
84.46940253578393,MinMaxScaler,298
84.38294368264651,StandardScaler,217
84.35928105793285,MinMaxScaler,169
84.35919289328544,QuantileTransformer,292
84.3524962133284,StandardScaler,268
84.32631897954097,StandardScaler,175
84.30680392650073,RobustScaler,7
84.29743355778008,StandardScaler,307
84.29714414774186,StandardScaler,118
84.26754190906514,RobustScaler,229
84.25558601622826,MinMaxScaler,181
84.22905037398293,QuantileTransformer,151
84.20442177139336,RobustScaler,235
84.15424842053034,RobustScaler,112
84.09495577852948,StandardScaler,238
84.03446524729763,MinMaxScaler,148
83.98160862455714,MinMaxScaler,304
83.96913716019523,RobustScaler,37
83.94387990533724,QuantileTransformer,175
83.92418277313388,QuantileTransformer,262
83.91347843496557,RobustScaler,199
83.91235912726813,MinMaxScaler,265
83.90584835971974,RobustScaler,139
83.90107405240062,QuantileTransformer,130
83.8700458463833,StandardScaler,52
83.84120067370058,StandardScaler,181
83.83407467024314,QuantileTransformer,31
83.83312594197217,RobustScaler,241
83.8285260473251,QuantileTransformer,280
83.79898897382253,QuantileTransformer,283
83.72476009057806,RobustScaler,316
83.72368103195876,MinMaxScaler,343
83.69222925230937,MinMaxScaler,244
83.64932373498873,RobustScaler,310
83.6474895269982,StandardScaler,202
83.6425254740249,StandardScaler,103
83.60493475164441,QuantileTransformer,349
83.55816723944298,RobustScaler,157
83.55644611219587,StandardScaler,145
83.51994786479406,StandardScaler,16
83.51630244828627,StandardScaler,172
83.49535567803711,QuantileTransformer,301
83.47035908387579,StandardScaler,304
83.4538243792423,RobustScaler,304
83.45303664728398,StandardScaler,13
83.38986092755188,MinMaxScaler,103
83.36769326859852,StandardScaler,211
83.36648196300811,QuantileTransformer,322
83.35932146034082,MinMaxScaler,229
83.31690851507197,MinMaxScaler,217
83.31532538466429,QuantileTransformer,274
83.29085586176458,StandardScaler,10
83.28574997870632,RobustScaler,301
83.28506766100034,StandardScaler,166
83.22523644800121,MinMaxScaler,325
83.19032133100713,StandardScaler,274
83.1766845600013,MinMaxScaler,316
83.14354040244632,QuantileTransformer,46
83.13026203989841,QuantileTransformer,340
83.07975711329625,StandardScaler,346
83.0467624523173,RobustScaler,160
83.01793261261673,RobustScaler,247
83.0021837233188,RobustScaler,16
82.99813964927489,QuantileTransformer,199
82.96831316573412,MinMaxScaler,208
82.96069075697936,StandardScaler,142
82.91711633831214,RobustScaler,331
82.85607765296817,StandardScaler,124
82.8137854549338,StandardScaler,148
82.79310701187241,StandardScaler,280
82.79088372945965,RobustScaler,343
82.76576255481828,StandardScaler,70
82.75853497035406,MinMaxScaler,175
82.74550768538897,QuantileTransformer,238
82.7163060208711,MinMaxScaler,292
82.71478613901479,QuantileTransformer,334
82.70992750029382,MinMaxScaler,283
82.6993496592283,RobustScaler,328
82.68703344131075,MinMaxScaler,94
82.67841247209302,StandardScaler,343
82.65830326599419,RobustScaler,148
82.61310930108664,RobustScaler,133
82.60209063678411,StandardScaler,67
82.57149942075827,MinMaxScaler,271
82.54747263771836,RobustScaler,196
82.53865425635534,StandardScaler,109
82.53263989410429,MinMaxScaler,202
82.46161560413061,MinMaxScaler,289
82.45976031328962,QuantileTransformer,220
82.43087297490597,QuantileTransformer,19
82.39264210052042,StandardScaler,328
82.31782864733121,StandardScaler,34
82.29539457781286,QuantileTransformer,331
82.27523553952203,QuantileTransformer,115
82.25787860372039,StandardScaler,256
82.24489348445623,MinMaxScaler,151
82.17402444092689,MinMaxScaler,139
82.16790274780072,RobustScaler,70
82.13066660063262,RobustScaler,271
82.0598339729359,StandardScaler,121
82.0529954628939,StandardScaler,130
82.0120698168943,RobustScaler,22
82.00747758873828,MinMaxScaler,187
81.95326783032246,StandardScaler,265
81.8991481531768,MinMaxScaler,172
