scaler,nCluster,noise_percentage,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
Normalizer,16,0,92.08385444068172,97.71071360621785,91.2476086362394,0.6577939746190177,0.9489621100442248,0.9776701420244643,0.9218919337358724,5.116459608078003,0.2208859920501709
Normalizer,19,0,92.20159811660584,97.63329527780355,93.51598797485651,0.7153607892158466,0.9627828542295777,0.9756776090930769,0.9502244929555659,5.593301773071289,0.49904513359069824
Normalizer,22,0,92.68989800624736,97.78243848846586,93.43399836020771,0.7188717736940292,0.9621936346827177,0.9782417406607471,0.9466635702121071,4.89528489112854,0.2653923034667969
Normalizer,25,0,92.88224136448748,97.83261102287464,93.06504509428805,0.7128407737857612,0.9598988582039429,0.9802307754377472,0.9403932497290602,5.201667785644531,0.3718295097351074
Normalizer,28,0,93.07403500291352,97.94710266015146,91.40475539764962,0.6639994298326657,0.949884471356864,0.9784963887065004,0.9228982814677195,4.182041168212891,0.3285861015319824
Normalizer,31,0,93.04080849546011,97.91505328271636,92.06750478272751,0.677482674441926,0.9539961168126164,0.9771897069567335,0.9318779996903546,5.010054111480713,0.2622854709625244
Normalizer,34,0,92.76337571943452,97.7952097237537,90.15441377425526,0.634230127925128,0.9421587123188697,0.9784076698624427,0.908499767765908,5.077131986618042,0.2685060501098633
Normalizer,37,0,92.57635382923107,97.8235065041561,91.13145668215358,0.6477421288830469,0.9483814523184602,0.9751390251880929,0.923053104195696,5.309285640716553,0.25752997398376465
Normalizer,40,0,92.47112754382843,97.91925286978935,87.96802405028697,0.5967525573468521,0.9281781475590358,0.9808637186449444,0.8808639108221087,4.948239803314209,0.2355823516845703
Normalizer,43,0,92.90713195672676,97.93662134156905,91.49357748018583,0.6612871790943139,0.9505186598306904,0.9767213918157315,0.9256850905712959,4.117710590362549,0.2594423294067383
Normalizer,46,0,91.97915985149272,97.64756708135074,92.04700737906532,0.6688372340633335,0.9540139064475348,0.9741810553493626,0.934664808793931,4.109027862548828,0.22131991386413574
Normalizer,49,0,92.20738819825455,97.81462372666819,90.55069691172451,0.6352664943096877,0.9447749870223217,0.9756701030927835,0.9157764359808019,4.047151327133179,0.5365686416625977
Normalizer,52,0,92.53097490916555,97.80156382478596,89.86061765509702,0.6272527189659166,0.9403345127050499,0.9782499581729965,0.9052484904784023,3.841547966003418,0.24122262001037598
Normalizer,55,0,91.99651207283843,97.75264873274392,90.19540858157966,0.6248543941402191,0.9426160675010997,0.9749358921333444,0.9123703359653197,5.344008445739746,0.3856968879699707
Normalizer,58,0,91.01072025731933,97.52034050201306,93.29734900245968,0.6979077169343118,0.961657221027946,0.9711849688166101,0.9523145997832482,5.15081000328064,0.4758944511413574
Normalizer,61,0,91.58776384974013,97.58769670572673,93.4544957638699,0.7053223004333753,0.9625517942303182,0.9722046746683513,0.9530887134231305,5.582130670547485,0.5067877769470215
Normalizer,64,0,91.10563253735707,97.59920446236634,90.98114238863077,0.6421168280618849,0.9474940334128878,0.9744722631320569,0.9219693450998606,5.40442156791687,0.3234524726867676
Normalizer,67,0,91.12020461833133,97.47915617469751,90.95381251708116,0.6371556724791583,0.9474060538650989,0.9729928198433421,0.9231305155596842,5.699589014053345,0.22244739532470703
Normalizer,70,0,90.90921584541229,97.59052601100034,91.2271112325772,0.646455451405673,0.9490354846391998,0.9738514173998045,0.9254528564793312,5.2324793338775635,0.4575951099395752
Normalizer,73,0,92.33417972161106,97.88180663162203,92.91473080076523,0.6943134636814738,0.9592326139088729,0.9745187315280773,0.9444186406564483,5.703502655029297,0.30236363410949707
Normalizer,76,0,91.48172199641654,97.62473950500006,92.07433725061492,0.6663097672025914,0.9542370206722424,0.9729686242960579,0.9362130360736957,4.99518084526062,0.21226215362548828
Normalizer,79,0,90.97182082162026,97.43047686986557,89.51216179283958,0.6085295197368138,0.9383806350608165,0.9745684982906696,0.9047840222944729,5.717198371887207,0.4486246109008789
Normalizer,82,0,91.37995624230278,97.51727645332991,90.96747745285597,0.640422849557458,0.9474353876739563,0.974002616088947,0.9222789905558136,5.849457502365112,0.514472484588623
Normalizer,85,0,91.87557371373224,97.78199529408921,88.9450669581853,0.6034171466200134,0.9346737726098191,0.9767932489451476,0.8960365381638025,4.967474937438965,0.4687485694885254
Normalizer,88,0,91.65924544917605,97.62458786131671,90.87865537031976,0.6420029367217823,0.9468191052862208,0.9752974969224456,0.9199566496361666,4.897841215133667,0.3955423831939697
Normalizer,91,0,90.786209278153,97.34477484331403,91.69171904892048,0.6594666658909537,0.9518530250237567,0.9742259685524396,0.9304845951385663,4.704594135284424,0.4160647392272949
Normalizer,94,0,90.60727547865726,97.1621625042851,92.34763596611096,0.6739612718546601,0.9558881449389524,0.9729794740218088,0.9393869019972132,5.594112396240234,0.3967585563659668
Normalizer,97,0,91.52163525964167,97.44164493867427,92.86007105766603,0.6943778977773861,0.9588760772893629,0.9751861042183623,0.9431026474686484,6.110467910766602,0.495880126953125
Normalizer,100,0,90.943740052099,97.51753309834513,91.62339437004647,0.6486477558204905,0.9515988945913936,0.970995810505962,0.9329617587861898,5.921466588973999,0.5504629611968994
Normalizer,103,0,90.84487609765979,97.28572266755762,93.98059579119979,0.7195782598022452,0.9657238454655098,0.9707469691044193,0.9607524384579657,6.259505271911621,0.391035795211792
Normalizer,106,0,91.36088276711291,97.32059489587463,94.27439191035802,0.7314465790036107,0.9674284825870647,0.9715066354410616,0.9633844248335656,6.515086650848389,0.4605095386505127
Normalizer,109,0,91.77763797471685,97.33497202239485,93.3178464061219,0.7140346679802771,0.9615203021718602,0.9776764282285165,0.9458894565722248,5.3124284744262695,0.2140500545501709
Normalizer,112,0,90.78792602609708,97.32272262832574,91.93085542497951,0.6674808278061362,0.9532776832693753,0.9748361517922162,0.9326521133302369,6.438076019287109,0.3686556816101074
Normalizer,115,0,92.21621525658125,97.65253391911384,92.79857884667942,0.6942742805838259,0.9584777812795462,0.9758543237606289,0.9417092429168602,6.164086103439331,0.3738231658935547
Normalizer,118,0,91.4022198947746,97.46709504130575,89.08854878382073,0.6102038773852746,0.9354982026737751,0.9780423950679841,0.8965010063477319,6.27328085899353,0.34661388397216797
Normalizer,121,0,92.51525382366178,97.7060218936738,92.73025416780541,0.7036128664820012,0.9578747327579381,0.9803079416531605,0.9364452701656604,5.7881081104278564,0.22103667259216309
