outlier_mode,scaler,nCluster,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
cluster,Normalizer,36,50.0,70.11428571428571,70.11428571428571,0.0,0.824319785018475,0.7011428571428572,1.0,0.3077728748321533,0.10910987854003906
cluster,Normalizer,41,98.99282554256446,99.4449922525299,96.58571428571429,0.919925258267204,0.9754292176416162,0.9844366051047935,0.9665851670741646,0.2666962146759033,0.11287760734558105
cluster,Normalizer,46,99.8743807667195,99.90435395177538,95.75714285714285,0.8994836974758882,0.9706318599822011,0.9429394812680115,1.0,0.2349557876586914,0.12617206573486328
cluster,Normalizer,51,99.97609942638623,99.97962925239356,96.14285714285714,0.9085829863826405,0.9732302201070792,0.947856315179606,1.0,0.3896620273590088,0.13003087043762207
cluster,Normalizer,56,99.80879541108987,99.8372660699756,93.37142857142857,0.84320007249641,0.954863813229572,0.913626209977662,1.0,0.33904290199279785,0.13278985023498535
cluster,Normalizer,61,99.90439770554494,99.9185667752443,91.81428571428572,0.8063441190314432,0.9448455096736933,0.8954570333880679,1.0,0.32404661178588867,0.16800904273986816
cluster,Normalizer,66,99.9282982791587,99.93891264508247,90.27142857142857,0.7696050149186393,0.9351243212346385,0.8781535158346753,1.0,0.3950326442718506,0.1452043056488037
cluster,Normalizer,71,99.95219885277247,99.95926680244399,93.60000000000001,0.8485981084213152,0.9563522992985191,0.9163554891710232,1.0,0.4493844509124756,0.1636824607849121
cluster,Normalizer,76,99.9282982791587,99.93891264508247,93.78571428571428,0.8529824663795207,0.9575651155984782,0.9185850645704661,1.0,0.42947840690612793,0.14696240425109863
cluster,Normalizer,81,99.76099426386233,99.79666531110207,91.61428571428571,0.801596548435793,0.9435739690473902,0.8931756141947225,1.0,0.3666684627532959,0.14868807792663574
cluster,Normalizer,86,99.80879541108987,99.8372660699756,92.02857142857142,0.8114267168010196,0.9462116830537883,0.897914379802415,1.0,0.45761990547180176,0.1315772533416748
cluster,StandardScaler,1,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.2803926467895508,0.11624813079833984
cluster,StandardScaler,6,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.223982572555542,0.11989235877990723
cluster,StandardScaler,11,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.26427626609802246,0.10754585266113281
cluster,StandardScaler,16,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.27767133712768555,0.11409950256347656
cluster,StandardScaler,21,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.2930440902709961,0.12211132049560547
cluster,StandardScaler,26,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.23685240745544434,0.1404128074645996
cluster,StandardScaler,31,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.3067209720611572,0.19180727005004883
cluster,StandardScaler,36,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.3842508792877197,0.14718389511108398
cluster,StandardScaler,41,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.4662051200866699,0.1185765266418457
cluster,StandardScaler,46,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.45996975898742676,0.1447446346282959
cluster,StandardScaler,51,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.3359525203704834,0.12827396392822266
cluster,StandardScaler,56,50.0,69.69999999999999,69.69999999999999,0.0,0.8214496169711255,0.697,1.0,0.49411654472351074,0.1654224395751953
cluster,StandardScaler,61,98.53842527109855,98.74519328071241,95.24285714285713,0.8883347035177042,0.967000297294619,0.9361089792785878,1.0,0.5986926555633545,0.23891830444335938
cluster,StandardScaler,66,97.83121169259783,98.14926574129954,93.91428571428571,0.857308701901701,0.9581696779261587,0.919698397737983,1.0,0.3464853763580322,0.17999267578125
cluster,StandardScaler,71,98.22594094387333,97.65419510386667,97.84285714285714,0.9491704199387905,0.9847613280855788,0.9699801192842943,1.0,0.5027759075164795,0.12291169166564941
cluster,StandardScaler,76,93.77652050919379,94.86680925529846,87.32857142857144,0.7016416086979193,0.916674495068107,0.8461671869580298,1.0,0.4254415035247803,0.12010335922241211
cluster,StandardScaler,81,98.31873343396765,98.59679732769749,95.92857142857143,0.9043536514210072,0.9716220252912476,0.9448102246320682,1.0,0.39603424072265625,0.14405274391174316
cluster,StandardScaler,86,99.17652644250167,99.57539009387268,94.92857142857143,0.8809952467609601,0.964896667655493,0.9321742453190677,1.0,0.5426583290100098,0.256819486618042
cluster,StandardScaler,91,99.474491559483,99.71292917588988,89.1,0.7440950558312136,0.927478376580173,0.8647642679900744,1.0,0.671863317489624,0.341205358505249
cluster,StandardScaler,96,99.60298536222024,99.72814536999086,79.51428571428572,0.500328853153444,0.8718727662616155,0.7728496752732457,1.0,0.5362775325775146,0.14009833335876465
cluster,StandardScaler,101,99.8268421109086,99.91007538954386,81.75714285714287,0.5615869309982461,0.8842772995015858,0.7925601039636128,1.0,0.7236025333404541,0.2916903495788574
local,QuantileTransformer,1,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283145,0.7078571428571429,1.0,0.20971918106079102,0.12085127830505371
local,QuantileTransformer,6,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283145,0.7078571428571429,1.0,0.14998722076416016,0.18447327613830566
local,QuantileTransformer,11,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283145,0.7078571428571429,1.0,0.24226665496826172,0.20170068740844727
local,QuantileTransformer,16,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283145,0.7078571428571429,1.0,0.2792956829071045,0.20407581329345703
local,QuantileTransformer,21,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283145,0.7078571428571429,1.0,0.4390232563018799,0.3127295970916748
local,QuantileTransformer,26,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283145,0.7078571428571429,1.0,0.4658231735229492,0.38938283920288086
local,QuantileTransformer,31,50.0,70.78571428571429,70.78571428571429,0.0,0.8289418653283145,0.7078571428571429,1.0,0.5736021995544434,0.10144782066345215
