scaler,nCluster,noise_percentage,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
MinMaxScaler,30,0,97.38658132446591,99.69998063896209,77.14365940121442,0.46724294713744885,0.8555777334220448,0.9998963247110051,0.74766463816427,4.19796347618103,2.123955488204956
MinMaxScaler,35,0,96.66496800876958,99.61843309203621,73.57060124249763,0.43147406648953396,0.8291432201851516,0.9998905488972801,0.708205744408698,4.825894832611084,2.1536831855773926
MinMaxScaler,40,0,96.29593755635275,99.57738857839044,76.75406268646239,0.4631084176390086,0.8527535071922453,0.999895724713243,0.7433621458196054,5.472962141036987,2.2954554557800293
MinMaxScaler,45,0,96.17231354268256,99.56355010371927,76.55750938892983,0.46104597958410876,0.8513233755537253,0.999895419368333,0.741191519051126,4.274257183074951,2.1766209602355957
MinMaxScaler,50,0,96.15996813173415,99.5624786584153,78.86701063493734,0.4863199568542273,0.867905486935346,0.99989889798807,0.766696383580759,5.42232084274292,2.128073215484619
MinMaxScaler,55,0,96.55830273666113,99.60715229266816,80.1726861114036,0.5017131120619301,0.8770700498335255,0.9999007641163045,0.7811155471142293,4.906240224838257,2.1248321533203125
MinMaxScaler,60,0,95.1638040499053,99.45100406086256,72.65803236109649,0.42303789978170975,0.822194832465991,0.9998889690778882,0.6981278344121865,5.380491495132446,2.139439582824707
MinMaxScaler,65,0,85.38442722735893,98.43215814018542,77.19981748622372,0.46784409666596916,0.8559836828803264,0.9998964106282695,0.7482848172409783,6.4144086837768555,2.163086414337158
MinMaxScaler,70,0,95.85343938195884,99.5248331696983,70.96276016987821,0.40801604423782,0.8090655219368091,0.9998859098687963,0.6794061785340517,5.483270645141602,2.250046730041504
MinMaxScaler,75,0,98.85823666985031,99.85999487158425,74.967533607104,0.44490931812106976,0.8396222172250957,0.9998928820095335,0.7236326989418195,5.4673380851745605,2.1299829483032227
MinMaxScaler,80,0,94.84246051901869,99.41508090727483,75.20620546839353,0.4472718893997592,0.8413938659122547,0.9998932707188217,0.7262684600178302,5.574014902114868,2.1938867568969727
MinMaxScaler,85,0,94.92438745365287,99.42522008224188,74.47264048295953,0.44025789058388964,0.8359239289823358,0.9999460276338514,0.7181286096360324,5.862223148345947,2.1902639865875244
MinMaxScaler,90,0,91.62253357436306,99.06736258878124,80.23235407672598,0.5024376333695952,0.8774853165107679,0.9999008477517227,0.7817744873832319,5.291398286819458,2.1429946422576904
MinMaxScaler,95,0,81.3768295153175,98.0446465465068,77.22789652872837,0.4683266535568927,0.856180173789679,0.9999482214052711,0.7485561455870382,6.049444198608398,2.138697862625122
MinMaxScaler,100,0,86.6825384054014,98.56128215042996,73.41616650872204,0.4302125928213461,0.8279652932358151,0.9999451363362045,0.7064614907554556,5.512210130691528,2.2008252143859863
MinMaxScaler,105,0,87.94307052112262,98.68844869705491,76.09420518760311,0.45642750174592994,0.8479314117305589,0.9999473407056345,0.7360362804759875,5.8973305225372314,2.716766357421875
MinMaxScaler,110,0,86.45751038992896,98.53911731144225,79.30574567407251,0.49139656146666216,0.8710016190434516,0.9998995328276485,0.7715415326175433,17.77524423599243,2.8101024627685547
