Dataset,scaled,Model,AUCROC,AUCPR,MCC,Accuracy,F1 Score,Precision,Recall
data_BoTIoT.csv,QuantileTransformer,DIF,86.72566651700768,97.32864588519983,0.2528502646352319,57.38190691999303,0.6968532248865524,0.9797099428252684,0.5407350394458341
data_BoTIoT.csv,MinMaxScaler,LUNAR,99.32284366336704,99.8835684505037,0.9482801617054408,99.13195049677532,0.9952221049601844,0.992460773057788,0.9979988454877814
data_BoTIoT.csv,MinMaxScaler,DASVDD,87.41776167161966,97.47741298419422,0.2304055231896301,56.72651211434548,0.692191335829593,0.9731557662808534,0.5371175678275928
data_BoTIoT.csv,MinMaxScaler,SUOD,67.48680364027679,91.82213221609976,-0.0509978440458474,18.117483005054908,0.2011427794027617,0.8653789874158618,0.1137964210121223
data_BoTIoT.csv,MinMaxScaler,NeuTraLAD,90.63183318011104,98.50204955472272,0.283494805712232,58.25692870838417,0.7030257936507937,0.9886989884897104,0.5454300558014239
data_BoTIoT.csv,MinMaxScaler,DIF,53.11686229234815,90.26892700109602,0.0341334224631977,50.99529370751264,0.6514246038634166,0.915841584158416,0.5054839330382913
data_BoTIoT.csv,Normalizer,LUNAR,96.89372501229342,99.34490507653624,0.8951926115403014,98.25344256580094,0.990391070024358,0.9871912518161656,0.9936116990571484
data_BoTIoT.csv,Normalizer,DASVDD,51.44323505726237,90.95213237033884,0.04832500936006,51.39271396200105,0.65420004464175,0.9199916294642856,0.5075620550317491
data_BoTIoT.csv,Normalizer,SUOD,70.99132690512333,93.24483266179357,0.000232715740448,23.99163325780024,0.2997269953428617,0.906019417475728,0.1795651337309986
data_BoTIoT.csv,Normalizer,NeuTraLAD,53.489796820102775,90.15406404822876,0.041115534444544,48.3039916332578,0.6227197557562651,0.9187687687687688,0.4709640177025206
data_BoTIoT.csv,Normalizer,DIF,32.71563223797205,85.22803043769358,-0.1547366890630893,45.48021614084016,0.6121953033947479,0.8606888857899875,0.475043294208197
data_BoTIoT.csv,RobustScaler,LUNAR,99.32124088683642,99.88317388153972,0.9482176199377632,99.13195049677532,0.995230341921272,0.9907704042715484,0.9997306138156627
data_BoTIoT.csv,RobustScaler,DASVDD,73.94489128343275,93.59907909017382,0.1695181926723062,54.94857939689734,0.6795447218984799,0.955375819272068,0.5273042139695978
data_BoTIoT.csv,RobustScaler,SUOD,69.21627862228209,92.39595617655964,-0.0446246547053414,19.12149206902562,0.2195384511875126,0.872226677358995,0.1255724456417163
data_BoTIoT.csv,RobustScaler,NeuTraLAD,98.9808942481061,99.87762266336502,0.321139584352701,59.37598047760153,0.7110372703151735,0.999651373588063,0.5517413892630364
data_BoTIoT.csv,RobustScaler,DIF,91.539122998311,98.6953065167308,0.2729072676291739,57.967578873975945,0.7010191682991544,0.9855668665458096,0.5439676736578796
